date,open,high,low,close,volume,vwap,trades
2015-01-02 05:00:00,159.76,162.8,157.52,159.12,2638311.0,159.9404,43004
2015-01-05 05:00:00,154.64,154.88,150.32,150.32,3937442.625,152.3534,67434
2015-01-06 05:00:00,148.48,149.6,144.0,144.4,5279371.625,146.3454,83179
2015-01-07 05:00:00,146.4,149.2,144.4,146.952,3916570.625,146.6308,66709
2015-01-08 05:00:00,146.24,148.72,144.48,148.4,3338184.5,147.0979,53614
2015-01-09 05:00:00,147.2,148.0,142.88,146.24,3312775.5,145.8065,54058
2015-01-12 05:00:00,142.08,142.08,139.12,139.28,3845306.0,140.4416,64522
2015-01-13 05:00:00,138.0,141.864,136.8,140.96,4125961.625,138.669,66421
2015-01-14 05:00:00,139.6,147.8,138.16,146.16,5296165.5,142.4183,77618
2015-01-15 05:00:00,148.32,148.88,139.36,139.6,6261590.25,143.8314,95580
2015-01-16 05:00:00,141.92,147.68,141.76,146.64,4717325.875,144.567,66183
2015-01-20 05:00:00,141.36,142.8,138.8,139.84,3563368.5,140.6559,56612
2015-01-21 05:00:00,141.76,144.24,140.8,142.16,2957983.0,142.4698,47294
2015-01-22 05:00:00,142.72,143.52,137.28,139.28,4722638.5,139.8143,71958
2015-01-23 05:00:00,137.44,139.76,135.68,136.0,4067656.625,137.2229,64127
2015-01-26 05:00:00,136.0,138.8,134.88,134.96,3548132.0,136.2362,50596
2015-01-27 05:00:00,135.36,139.28,135.2,137.68,2901326.625,137.1571,41069
2015-01-28 05:00:00,135.68,136.72,132.0,132.48,5010627.125,134.1585,74113
2015-01-29 05:00:00,134.4,134.48,130.4,133.44,3577384.625,132.5211,46247
2015-01-30 05:00:00,133.92,144.56,133.84,142.56,5995181.625,139.8878,89751
2015-02-02 05:00:00,147.2,149.6,143.44,148.96,5189968.875,146.8874,87896
2015-02-03 05:00:00,151.6,162.32,150.88,156.96,9557621.5,156.3792,140427
2015-02-04 05:00:00,152.64,152.8,143.6,146.24,8318592.25,148.5915,116131
2015-02-05 05:00:00,147.92,155.84,147.84,152.24,6273273.875,152.1767,91839
2015-02-06 05:00:00,153.48,159.04,152.88,155.76,5191266.875,155.4325,82241
2015-02-09 05:00:00,158.24,161.44,157.44,158.16,4354897.25,158.8618,71619
2015-02-10 05:00:00,156.72,156.8,149.36,151.52,4217722.875,152.1229,68964
2015-02-11 05:00:00,147.92,149.68,144.08,148.08,4519533.125,147.1664,74503
2015-02-12 05:00:00,152.32,154.48,149.2,153.44,3990528.5,152.1331,69925
2015-02-13 05:00:00,157.84,159.76,155.68,156.96,3862981.75,157.9899,63881
2015-02-17 05:00:00,155.04,161.52,151.92,158.32,3811403.875,156.8163,63902
2015-02-18 05:00:00,156.4,158.6392,153.36,154.08,3145071.375,155.4313,55765
2015-02-19 05:00:00,147.6,155.04,147.12,152.8,6027516.875,150.7561,93047
2015-02-20 05:00:00,152.56,153.36,149.12,149.2,3568041.625,150.7879,52774
2015-02-23 05:00:00,145.36,148.72,144.16,144.88,6229329.125,145.6394,91963
2015-02-24 05:00:00,147.28,147.7608,144.16,144.32,2277098.75,145.9789,35496
2015-02-25 05:00:00,145.2,150.4,142.56,149.2,4786510.0,146.752,70315
2015-02-26 05:00:00,146.24,147.44,140.64,144.24,5014590.125,144.0527,77554
2015-02-27 05:00:00,144.88,146.8,142.56,144.8,3558792.625,144.5786,55720
2015-03-02 05:00:00,145.04,150.08,144.168,146.56,2988467.25,147.1876,55332
2015-03-03 05:00:00,146.56,149.36,145.44,147.92,2859315.5,147.6086,42153
2015-03-04 05:00:00,149.68,152.8,145.9192,152.08,4095292.125,149.6944,67719
2015-03-05 05:00:00,150.72,152.8,148.88,149.68,2845652.125,150.4836,35096
2015-03-06 05:00:00,147.28,148.4,143.76,145.92,3431994.5,146.0907,53397
