date,open,high,low,close,volume,vwap,trades
2015-01-02 05:00:00,206.38,206.88,204.18,205.43,121465865.0,205.3903,387716
2015-01-05 05:00:00,204.17,204.37,201.35,201.72,169632646.0,202.7103,515705
2015-01-06 05:00:00,202.09,202.72,198.855,199.82,209151408.0,200.7072,650909
2015-01-07 05:00:00,201.42,202.72,200.88,202.31,125346709.0,201.841,448596
2015-01-08 05:00:00,204.01,206.16,203.99,205.9,147217784.0,205.1398,411093
2015-01-09 05:00:00,206.4,206.42,203.51,204.25,158567288.0,204.688,475322
2015-01-12 05:00:00,204.41,204.6,201.92,202.65,144396067.0,202.8962,404510
2015-01-13 05:00:00,204.12,205.48,200.51,202.08,214553306.0,202.8409,615886
2015-01-14 05:00:00,199.65,201.1,198.57,200.86,192991092.0,200.2946,611327
2015-01-15 05:00:00,201.63,202.01,198.88,199.0199,176613906.0,200.0254,580365
2015-01-16 05:00:00,198.77,201.82,198.55,201.63,211879605.0,200.3227,517449
2015-01-20 05:00:00,202.4,202.72,200.17,202.055,130991069.0,201.4925,411510
2015-01-21 05:00:00,201.5,203.66,200.94,203.08,122942707.0,202.6023,401035
2015-01-22 05:00:00,203.99,206.26,202.33,206.1,174356029.0,204.6953,452482
2015-01-23 05:00:00,205.79,206.1,204.81,204.97,117516753.0,205.4798,376068
2015-01-26 05:00:00,204.71,205.56,203.85,205.45,92009711.0,204.9748,314454
2015-01-27 05:00:00,202.97,204.12,201.74,202.74,134044598.0,203.1046,482398
2015-01-28 05:00:00,204.17,204.29,199.91,200.14,168514312.0,202.0116,542525
2015-01-29 05:00:00,200.38,202.3,198.68,201.9902,173585424.0,200.3494,559962
2015-01-30 05:00:00,200.57,202.17,199.13,199.45,197729724.0,200.5687,599516
2015-02-02 05:00:00,200.05,202.03,197.86,201.92,163106969.0,199.9194,566634
2015-02-03 05:00:00,203.0,204.85,202.55,204.84,124212881.0,203.7605,414853
2015-02-04 05:00:00,203.92,205.38,203.51,204.06,134306728.0,204.3314,402731
2015-02-05 05:00:00,204.86,206.3,204.77,206.12,97953181.0,205.6487,301536
2015-02-06 05:00:00,206.56,207.24,204.92,205.55,125672026.0,206.1589,391603
2015-02-09 05:00:00,204.77,205.64,204.135,204.63,87219016.0,204.9895,301841
2015-02-10 05:00:00,205.88,207.12,204.6801,206.81,96164183.0,205.8858,310561
2015-02-11 05:00:00,206.61,207.45,205.83,206.93,91087785.0,206.7572,309925
