date,ic,n_stocks
2018-12-31,-0.06560974319220902,3588
2019-01-31,0.026307996896964586,3579
2019-02-28,0.004334774466496531,3568
2019-03-31,0.21003017949210728,3562
2019-04-30,0.16579545811837212,3554
2019-05-31,0.19474568255223063,3573
2019-06-30,0.21971848973657945,3588
2019-07-31,0.10620596323499074,3591
2019-08-31,0.20952966899935904,3600
2019-09-30,0.18274935847229948,3585
2019-10-31,0.06372577165558818,3585
2019-11-30,-0.039983678657463884,3584
2019-12-31,0.04530429431385362,3570
2020-01-31,-0.01883427094636187,3568
2020-02-29,0.10026473911413333,3571
2020-03-31,-0.06050161053086777,3575
2020-04-30,-0.024028313032469942,3561
2020-05-31,-0.10311992276395979,3558
2020-06-30,0.09058486855844043,3549
2020-07-31,0.057403028971742265,3552
2020-08-31,0.07161988123037995,3566
2020-09-30,0.20854400790597,3583
2020-10-31,-0.17827670349713112,3605
2020-11-30,-0.03348212263438169,3656
2020-12-31,-0.20916692593385777,3685
2021-01-31,0.014248566695826106,3721
2021-02-28,0.37359797097165365,3758
2021-03-31,0.3197301029891348,3812
2021-04-30,0.25418895331581665,3899
2021-05-31,-0.19650186287508162,3988
2021-06-30,0.43497330805516904,4040
2021-07-31,0.08236554770298793,4084
2021-08-31,0.2153775684271132,4156
2021-09-30,0.27107859377389704,4188
2021-10-31,0.3643176351240436,4218
2021-11-30,0.42148667170844767,4256
2021-12-31,0.46504437175809105,4313
2022-01-31,0.129622010176446,4355
2022-02-28,-0.005912362200997534,4385
2022-03-31,0.43984418545706583,4399
2022-04-30,0.3051002450811258,4405
2022-05-31,0.09175533905077458,4417
2022-06-30,0.07001314831833369,4415
2022-07-31,0.011058329582916684,4403
2022-08-31,0.3194522778534379,4399
2022-09-30,0.2589535229562712,4402
2022-10-31,0.2853308523466653,4388
2022-11-30,0.2761029263015417,4373
2022-12-31,-0.2865240956807226,4286
2023-01-31,0.3094945951788303,4267
2023-02-28,0.20993271083365198,4246
2023-03-31,0.09771884563517452,4210
2023-04-30,-0.04228382868160795,4193
2023-05-31,0.2300763476603224,4174
2023-06-30,0.09227419291349671,4156
2023-07-31,0.37309311349159346,4137
2023-08-31,0.3191608379612983,4114
2023-09-30,0.3200131454422423,4101
2023-10-31,0.11352722873407595,4073
2023-11-30,-0.02443061780587182,4055
2023-12-31,0.26997829485691005,4015
2024-01-31,-0.02829068322798398,4004
2024-02-29,0.24270115634081207,3985
2024-03-31,0.2460678488554679,3969
2024-04-30,0.14651447677503798,3949
2024-05-31,0.2794159130770905,3931
2024-06-30,0.23501914955661368,3914
2024-07-31,0.27381313799067847,3893
2024-08-31,0.13644105247957164,3870
2024-09-30,0.1009223462311403,3847
2024-10-31,0.19505517964288405,3827
2024-11-30,0.06258397855872759,3818
2024-12-31,-0.0002697246878860051,3793
